id	script	reading	english	gloss	status	checks	note
h3p441	你的行李箱里有什么？	Nǐ de xíng li xiāng lǐ yǒu shén me?	What is in your suitcase?	¿Qué hay en tu maleta?	verified	claude-blind,claude-review	
h3p442	熊猫也喜欢吃东西。	Xióng māo yě xǐ huan chī dōng xi.	Pandas like eating too.	A los pandas también les gusta comer.	verified	claude-blind,claude-review	
h3p443	我需要休息一下。	Wǒ xū yào xiū xi yí xià.	I need to rest for a bit.	Necesito descansar un ratito.	verified	claude-blind,claude-review	
h3p444	选择太多了，我不知道吃什么。	Xuǎn zé tài duō le, wǒ bù zhī dào chī shén me.	There are too many choices, and I don't know what to eat.	Hay demasiado para elegir y no sé qué comer.	verified	claude-blind,claude-review	
h3p445	你的要求我都记住了。	Nǐ de yāo qiú wǒ dōu jì zhù le.	I've remembered all your requests.	Recuerdo todo lo que me pediste.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p446	爷爷的家很大。	Yé ye de jiā hěn dà.	Grandpa's home is very big.	La casa de mi abuelo es muy grande.	verified	claude-blind,claude-review	
h3p447	我一定会好好听话。	Wǒ yí dìng huì hǎo hǎo tīng huà.	I'll definitely be good and listen.	Seguro voy a portarme bien y a obedecer.	verified	claude-blind,claude-review	
h3p448	我们一共有几个人？	Wǒ men yí gòng yǒu jǐ gè rén?	How many of us are there altogether?	¿Cuántas personas somos en total?	verified	claude-blind,claude-review	
h3p449	你等我一会儿，好吗？	Nǐ děng wǒ yí huìr, hǎo ma?	Wait for me a moment, okay?	Espérame un momento, ¿sí?	verified	claude-blind,claude-review	
h3p450	你是我的家人，我很放心。	Nǐ shì wǒ de jiā rén, wǒ hěn fàng xīn.	You're my family, so I feel at ease.	Eres parte de mi familia, así que estoy tranquilo.	verified	claude-blind,claude-review	
h3p451	我一直想有个朋友。	Wǒ yì zhí xiǎng yǒu gè péng you.	I've always wanted a friend.	Siempre he querido tener un amigo.	verified	claude-blind,claude-review	
h3p452	以前的日子也很好。	Yǐ qián de rì zi yě hěn hǎo.	The days before were nice too.	Los días de antes también eran buenos.	verified	claude-blind,claude-review	
h3p453	我们一般什么时候吃饭？	Wǒ men yì bān shén me shí hou chī fàn?	When do we usually eat?	¿A qué hora comemos normalmente?	verified	claude-blind,claude-review	
h3p454	我在听音乐，别说话。	Wǒ zài tīng yīn yuè, bié shuō huà.	I'm listening to music, so don't talk.	Estoy escuchando música, no hables.	verified	claude-blind,claude-review	
h3p455	我们去银行旁边玩吧。	Wǒ men qù yín háng páng biān wán ba.	Let's go play next to the bank.	Vamos a jugar junto al banco.	verified	claude-blind,claude-review	
h3p456	这杯饮料是谁的？	Zhè bēi yǐn liào shì shéi de?	Whose drink is this?	¿De quién es esta bebida?	verified	claude-blind,claude-review	
h3p457	我应该去睡觉了。	Wǒ yīng gāi qù shuì jiào le.	I should go to sleep now.	Ya debería irme a dormir.	verified	claude-blind,claude-review	
h3p458	天气会影响我睡觉。	Tiān qì huì yǐng xiǎng wǒ shuì jiào.	The weather affects my sleep.	El clima afecta mi sueño.	verified	claude-blind,claude-review	
h3p459	你用什么听音乐？	Nǐ yòng shén me tīng yīn yuè?	What do you use to listen to music?	¿Con qué escuchas música?	verified	claude-blind,claude-review	
h3p460	我们再玩一个游戏吧。	Wǒ men zài wán yí gè yóu xì ba.	Let's play another game.	Juguemos otro juego.	verified	claude-blind,claude-review	
h3p461	这里最有名的是什么？	Zhè lǐ zuì yǒu míng de shì shén me?	What's the most famous thing here?	¿Qué es lo más famoso de aquí?	verified	claude-blind,claude-review	
h3p462	你又忘记吃饭了吗？	Nǐ yòu wàng jì chī fàn le ma?	Did you forget to eat again?	¿Otra vez se te olvidó comer?	verified	claude-blind,claude-review	
h3p463	我今天遇到很多朋友。	Wǒ jīn tiān yù dào hěn duō péng you.	I ran into lots of friends today.	Hoy me encontré con muchos amigos.	verified	claude-blind,claude-review	
h3p464	我愿意一直和你在一起。	Wǒ yuàn yì yì zhí hé nǐ zài yì qǐ.	I'm willing to stay with you always.	Quiero estar contigo siempre.	verified	claude-blind,claude-review	
h3p465	月亮出来了，晚安。	Yuè liang chū lái le, wǎn ān.	The moon is out, good night.	Salió la luna, buenas noches.	verified	claude-blind,claude-review	
h3p466	我越吃越想吃。	Wǒ yuè chī yuè xiǎng chī.	The more I eat, the more I want.	Mientras más como, más quiero comer.	verified	claude-blind,claude-review	
h3p467	车站的人很多，我有点怕。	Chē zhàn de rén hěn duō, wǒ yǒu diǎn pà.	There are lots of people at the station, and I'm a bit scared.	Hay mucha gente en la estación y me da un poco de miedo.	verified	claude-blind,claude-review	
h3p468	我想要一个礼物，你能送我吗？	Wǒ xiǎng yào yí gè lǐ wù, nǐ néng sòng wǒ ma?	I want a present. Can you give me one?	Quiero un regalo, ¿me lo puedes dar?	verified	claude-blind,claude-review	
h3p469	我喜欢听历史故事。	Wǒ xǐ huan tīng lì shǐ gù shì.	I like listening to history stories.	Me gusta escuchar cuentos de historia.	verified	claude-blind,claude-review	
h3p470	附近有一个公园，我们去玩吧！	Fù jìn yǒu yí gè gōng yuán, wǒ men qù wán ba!	There is a park nearby. Let's go and play!	Hay un parque cerca, ¡vamos a jugar!	verified	claude-blind,claude-review	
h3p471	我一边吃饭，一边看电视。	Wǒ yì biān chī fàn, yì biān kàn diàn shì.	I am eating and watching TV at the same time.	Como y veo la televisión al mismo tiempo.	verified	claude-blind,claude-review	
h3p472	我的嘴好干，想喝水。	Wǒ de zuǐ hǎo gān, xiǎng hē shuǐ.	My mouth is so dry. I want some water.	Tengo la boca muy seca, quiero agua.	verified	claude-blind,claude-review	
